,bathrooms,sqft_living,sqft_lot,grade,condition,waterfront,view,age,UTM_X,UTM_Y,log_price
9667,1.75,1240,3000,7,3,0,0,109,550598.123244455,5279720.915651534,5.683947130751513
9668,2.5,2630,10047,9,3,0,0,19,568994.5923817938,5266860.68466998,5.8228216453031045
9669,1.75,1910,8775,7,3,0,0,59,556452.3455318302,5287633.057333849,5.676693609624866
9670,2.5,1740,13750,9,4,0,0,40,568220.0360068618,5275176.8582764035,5.8095597146352675
9671,1.0,1150,3000,6,3,0,0,100,553333.8006924699,5267908.204831035,5.644438589467838
9672,2.75,2390,7939,7,5,0,0,32,562812.7608381629,5260922.30891477,5.607776603741693
9673,4.5,3390,7200,8,3,0,0,8,553602.165706007,5263253.664489829,5.482158695411276
9674,1.5,2550,4000,7,4,0,0,89,551186.7588304684,5281082.063020261,5.8095597146352675
9675,1.75,1320,10454,7,4,0,0,47,559286.8911131728,5237067.271070555,5.397853141088609
9676,1.75,1440,4920,7,3,0,0,92,546965.1503870569,5264697.033595916,5.5910646070264995
9677,2.5,2140,10320,7,4,0,0,48,560826.0322024493,5249119.837895727,5.431363764158987
9678,2.25,1470,6808,7,3,0,0,31,548015.7773175574,5237409.277050353,5.352182518111363
9679,1.0,1390,5346,7,5,0,0,107,554242.3674450658,5267283.040676199,5.7283537820212285
9680,2.5,1930,6228,8,3,0,0,15,561093.4213390201,5245176.972839152,5.507180977260241
9681,1.0,1870,7671,8,4,0,0,78,548002.2778627322,5284956.163092441,5.574031267727719
9682,2.0,2120,9442,7,5,0,0,47,557995.6946812922,5290749.393514786,5.658011396657113
9683,1.0,1240,6090,7,4,0,0,65,551939.6446087095,5289213.692595038,5.485011214578573
9684,2.5,2370,10000,8,5,0,0,41,567678.747389815,5276493.259853691,5.854306041801081
9685,1.5,2790,6900,8,3,0,2,60,553385.5449869962,5286848.221193698,5.748188027006201
9686,2.5,1660,2890,7,3,0,0,14,553202.581085954,5265795.241048146,5.518513939877887
9687,1.75,1900,6334,8,3,0,2,67,554353.1290753259,5279599.176361642,5.886490725172482
9688,2.25,1190,1499,9,3,0,0,11,553678.3946517825,5279492.879031748,5.740915076481283
9689,1.0,860,2599,6,4,0,0,114,546613.9214197081,5280365.620890922,5.607455023214668
9690,2.0,1570,5600,8,3,0,0,16,561463.4430532681,5253116.600564428,5.511883360978874
9691,1.0,830,8183,6,5,0,0,65,552332.026444052,5287260.994140608,5.515211304327802
9692,1.0,1030,5750,8,5,0,0,87,545790.7634551525,5270478.296062178,5.812913356642856
9693,2.0,1340,6783,7,4,0,0,28,562158.6413232051,5244432.349469012,5.423245873936808
9694,2.0,2730,7344,7,5,0,0,53,562481.8188942748,5256639.592536342,5.491361693834273
9695,2.5,1750,11381,7,4,0,0,68,550901.7705978176,5287904.051664634,5.66698571832966
9696,2.0,1710,5440,8,5,0,0,39,568482.670781825,5246236.464333243,5.447158031342219
9697,2.0,1340,8505,6,3,0,0,84,552972.6685669448,5257935.224732665,5.332438459915605
9698,3.5,2740,3785,9,3,0,0,14,561348.9617538726,5285448.599557674,5.819543935541868
9699,1.75,1500,4158,7,4,0,0,68,548766.860896395,5283228.633634042,5.531478917042255
9700,3.75,2460,7630,8,5,0,0,39,547028.5849862392,5284781.477427442,5.8750612633917
9701,1.0,740,7380,6,4,0,0,64,554429.7409973774,5255214.434777222,5.328379603438738
9702,1.0,1210,9375,7,4,0,1,63,551172.3564552333,5248338.733946557,5.378397900948138
9703,3.5,4730,13586,10,5,0,0,80,553488.5907905449,5275634.3086096635,6.389786062316935
9704,2.25,2120,3794,7,4,0,0,89,548102.0216096318,5281967.1330770375,5.857433819989757
9705,2.5,2040,4627,8,3,0,0,23,567005.0174525102,5276285.395600863,5.763427993562937
9706,1.0,920,7500,7,4,0,0,45,553670.5464949353,5247538.568023319,5.307496037913213
9707,2.5,3220,4031,9,3,0,0,13,562811.7596203194,5281962.949190329,5.880813592280791
9708,2.0,2850,19200,8,3,0,3,11,549255.3109627975,5242909.801774014,5.736715133605611
9709,1.0,930,3150,6,5,0,0,97,552690.6492430003,5280784.279985514,5.648360010980932
9710,2.25,1500,7615,7,3,0,0,31,549050.1496666076,5240329.643386614,5.342323966312882
9711,2.75,1790,5000,7,4,0,0,100,547914.8679684709,5268205.775762578,5.468347330412158
9712,1.0,940,7910,6,4,0,0,56,566352.2470638052,5274232.729181368,5.568201724066995
9713,1.5,1360,1488,7,3,0,0,12,546258.3951766047,5277873.118108789,5.598243191653623
9714,2.5,2720,16637,10,3,0,3,62,555378.0078625344,5266537.902304818,6.159115821827769
9715,1.75,1690,8190,8,4,0,0,57,562257.7786742545,5270586.302044078,5.724275869600789
9716,1.75,1580,3635,7,4,0,0,105,547210.3610268228,5280870.5893437285,5.729974285699556
9717,4.25,2820,7200,10,4,0,0,85,553340.479501488,5275399.541432939,6.204119982655925
9718,2.25,2510,9887,8,3,0,0,43,558480.6998169267,5264789.781567125,5.980003371583746
9719,2.5,3060,5000,9,3,0,0,9,561108.4434177846,5265439.090131584,5.8512583487190755
9720,1.5,1040,8526,6,5,0,0,62,552858.5642718067,5287076.811852866,5.535294120042771
9721,2.5,2950,5500,7,5,0,0,97,553167.0558684086,5269696.134287303,5.819872821950546
9722,2.25,2530,5200,8,4,0,1,58,546367.9016945899,5282975.590844696,5.857332496431268
9723,1.0,880,7500,7,3,0,0,37,552307.2536718467,5248037.529725115,5.361727836017593
9724,1.5,1390,2153,7,3,0,0,14,553421.0171039869,5266597.482006226,5.427323786357247
9725,3.75,5330,6000,10,3,0,2,9,569762.1065895553,5265602.671901085,5.977723605288848
9726,1.5,1660,4800,8,3,0,0,108,548226.8655671186,5275955.154138244,5.966751664051378
9727,1.75,1230,8250,7,3,0,0,49,562113.9205818534,5255790.966231404,5.447158031342219
9728,2.5,2313,5700,9,3,0,0,4,560262.7364217486,5245168.403156783,5.568201724066995
9729,1.75,1840,9401,8,3,0,0,44,569552.533835131,5270557.545307215,5.740362689494244
9730,1.75,1370,10866,6,4,0,0,70,562749.4272352391,5280784.069959546,5.431363764158987
9731,3.25,4110,15488,11,3,0,2,20,566439.2490980373,5266586.532805373,5.970811610872518
9732,1.0,1590,6420,7,3,0,0,71,545759.6147271162,5264854.186911816,5.723455672035186
9733,2.25,1650,7200,8,3,0,0,48,566401.6724543374,5276489.674766601,5.740362689494244
9734,1.5,1800,6750,7,4,0,0,65,553657.6800133068,5281737.88200458,5.706290957258763
9735,1.75,2040,4125,8,4,0,0,98,548128.2219834215,5278799.674838513,5.851564082263488
9736,3.5,3710,10400,8,3,0,0,13,561300.1818006109,5261506.466652645,5.7423322823571485
9737,1.75,1780,9660,7,3,0,0,53,560526.7605635541,5285173.2090255935,5.6414741105041
9738,2.25,1920,9660,8,4,0,0,47,564599.2727883278,5256017.893391075,5.5711262770843115
9739,1.75,2530,5000,8,5,0,2,98,548952.6362599431,5278984.385378158,5.857332496431268
9740,2.5,1690,7260,7,3,0,0,36,547778.3920545403,5238707.673493661,5.376576957056512
9741,1.0,1080,7775,6,3,0,0,60,545601.1117011387,5265875.464949694,5.537819095073274
9742,2.5,1850,8310,7,3,0,0,53,553195.9261867079,5291170.198599117,5.583198773968623
9743,1.75,1480,800,8,3,0,0,1,546123.8197041722,5266390.827095678,5.671172842715083
9744,1.0,1080,5000,7,3,0,0,61,548213.2673371467,5268508.321822797,5.511883360978874
9745,2.25,1840,9929,7,3,0,0,28,557275.6937662913,5287774.505400307,5.544068044350276
9746,3.0,2760,13113,8,4,0,0,41,554849.2890697499,5290652.084007944,5.740362689494244
9747,2.5,2350,8182,8,3,0,0,18,567496.3968424794,5246636.30403651,5.56466606425209
9748,4.0,3870,5929,10,3,0,0,1,564977.4579446892,5282931.546681632,6.113906602757404
9749,1.0,1220,8119,7,4,0,0,60,557394.0552031215,5275771.51054547,5.942008053022313
9750,1.75,1500,15246,6,3,0,0,90,540491.8492068604,5253834.616958192,5.469822015978163
9751,3.25,3230,7800,10,3,0,3,10,544846.8315435394,5275883.692349026,6.249442961442583
9752,1.0,720,5913,6,3,0,0,95,554931.9918881073,5265955.732031138,5.361727836017593
9753,2.0,1460,3600,7,3,0,0,113,551554.6314699141,5273438.401661054,5.771587480881255
9754,1.0,1250,7280,7,3,0,0,50,553935.4130907707,5243350.937709577,5.344392273685111
9755,2.0,2180,18525,9,5,1,4,63,546163.900862006,5261311.908234514,6.14921911265538
9756,1.0,1980,7015,7,3,0,0,42,561497.8990445805,5285550.211391788,5.719331286983727
9757,2.25,2460,16940,9,4,0,4,79,544733.7707370241,5280817.669419269,6.136720567156407
9758,1.75,1730,18250,8,3,0,0,27,559903.9236067919,5287378.663756026,5.716837723299524
9759,1.5,1560,9350,7,4,0,0,46,563955.8639623884,5280297.027876986,5.720159303405957
9760,1.0,990,7520,7,4,0,0,57,559966.7989394355,5237140.831765706,5.346352974450639
9761,1.0,1480,17360,8,3,0,1,61,546151.3622359856,5262901.1498580715,5.778151250383644
9762,2.25,1590,3056,7,3,0,0,14,553202.783451206,5265773.013803934,5.491361693834273
9763,4.5,3300,7200,8,3,0,0,35,567249.8576472258,5281101.133418517,5.707570176097937
9764,1.0,1550,7296,6,3,0,0,58,547731.9450374785,5262969.406818349,5.3979400086720375
9765,2.0,1410,8088,7,3,0,0,28,557962.055649725,5286614.236253676,5.6127838567197355
9766,1.75,1510,9720,7,3,0,0,67,555592.3041412187,5291314.949638215,5.525044807036846
9767,1.0,820,6400,7,4,0,0,71,546725.1376566016,5266473.405712733,5.557843920244874
9768,1.75,1930,7267,7,4,0,0,38,560076.4440415862,5241220.8956740545,5.447080471831002
9769,2.5,1020,1570,7,3,0,0,11,551353.8296575397,5270635.750866373,5.477121254719663
9770,3.5,3450,7832,10,3,0,0,8,565969.7183228491,5268181.775690811,6.021189299069938
9771,1.0,1220,3400,7,3,0,0,88,547812.6357563932,5280653.216520665,5.698970004336019
9772,1.0,830,8000,6,3,0,0,61,551440.1724583231,5252231.046876404,5.301029995663981
9773,2.0,2970,5400,9,4,0,0,115,551919.3031643418,5274686.478950452,6.1003705451175625
9774,2.0,1760,7200,7,5,0,0,69,554458.6310195698,5268296.483409506,5.7626785637274365
9775,2.5,2570,13450,8,3,0,4,67,553600.1154974205,5287972.807507809,5.9003671286564705
9776,1.0,970,9130,6,3,0,0,58,554893.7137679061,5253973.947781465,5.302006060586541
9777,2.25,1840,7575,7,4,0,0,42,560133.6787360223,5286914.202915424,5.645913275033844
9778,1.75,1280,10716,7,4,0,0,46,564422.73037088,5258361.1694836365,5.4623979978989565
9779,1.0,1640,13939,7,3,0,0,55,551843.5905304867,5249255.982347522,5.231724383328516
9780,2.25,1610,7084,8,4,0,0,47,546556.0820864848,5240309.40374541,5.338456493604605
9781,1.5,1480,9086,7,3,0,0,53,551014.4843650897,5257806.70152642,5.484299839346786
9782,4.0,7710,11750,12,5,0,0,111,551540.8698479023,5274994.329781599,6.518513939877887
9783,2.0,1760,5500,7,3,0,1,90,555336.0015430286,5263025.292454493,5.45484486000851
9784,2.5,1520,5649,7,4,0,0,26,562845.7993166137,5285753.600430782,5.574031267727719
9785,1.0,1030,6127,7,3,0,0,68,550999.4797178406,5285315.150595793,5.402261382454681
9786,2.75,1750,5080,8,3,0,0,112,552229.009681049,5273666.697659537,5.8750612633917
9787,3.25,2320,6744,9,3,0,0,1,553030.5375127196,5284666.448117221,5.82865989653532
9788,1.0,1180,8240,7,4,0,0,48,551300.1502011785,5242338.223317764,5.311753861055754
9789,3.25,3450,15586,11,3,0,0,26,549547.1287022464,5253092.780759269,5.8779469516291885
9790,2.5,2290,6302,9,3,0,0,18,567337.6311485702,5253892.429306867,5.643452676486188
9791,1.5,1180,1034,7,3,0,0,14,550889.5591276461,5280734.8977929065,5.6127838567197355
9792,1.75,2260,19500,8,3,0,2,44,568632.699696481,5278416.257369189,5.732393759822968
9793,1.0,1220,4800,6,3,0,0,114,552082.8811724533,5273198.575123063,5.585460729508501
9794,1.5,720,4346,6,4,0,0,73,548857.4388767543,5263434.3892495865,5.457881896733992
9795,1.75,1890,9100,7,4,0,0,63,549528.5668250137,5290681.996015639,5.55624217790006
9796,2.5,1920,7200,10,3,0,2,18,544525.4213049816,5268779.12078661,5.954242509439325
9797,1.0,1400,13975,6,4,0,0,59,550536.98417462,5252000.915303563,5.447158031342219
9798,1.75,2330,4000,8,5,0,0,91,553378.7090981195,5279423.433241786,5.924279286061882
9799,1.0,1610,11250,7,3,0,0,40,555778.1539685333,5287570.963456839,5.574031267727719
9800,2.5,1330,2183,8,3,0,0,1,547643.2071491622,5283008.134372019,5.732353545509138
9801,1.75,1880,7208,7,3,0,0,64,550423.2094069442,5282575.882874182,5.531478917042255
9802,1.75,1650,16200,7,3,0,0,39,562788.2699154671,5249129.368906421,5.422425676371205
9803,3.5,4170,9090,10,3,0,0,7,560446.1918625103,5271245.261419892,6.161368002234975
9804,1.5,1790,6000,7,4,0,0,112,550666.9021158114,5280443.970953512,5.860338006570994
9805,2.5,1900,7984,8,3,0,0,22,560421.4454542494,5288084.284545513,5.638489256954637
9806,3.5,3828,18900,9,3,0,0,1,554673.306700412,5237100.488675922,5.742646589938737
9807,3.0,3110,18843,9,3,0,0,20,563761.0473430331,5256842.321345189,5.685741738602264
9808,2.0,1460,7860,7,5,0,0,48,567021.8924147586,5274818.381538532,5.681241237375588
9809,4.25,3920,16258,9,3,0,0,25,560752.3564879514,5270726.041874172,6.0
9810,2.5,2653,4510,8,3,0,0,9,562913.1215016898,5251564.802635464,5.562292864456475
9811,1.0,1460,6000,7,4,0,0,74,558448.3952091128,5260488.084447173,5.38012075426844
9812,1.0,1060,9946,7,4,0,0,59,554133.2196667019,5254667.0849360945,5.361727836017593
9813,1.75,1970,8390,7,3,0,0,60,556424.5090573712,5259456.801609524,5.423245873936808
9814,2.0,1150,6000,7,5,0,0,59,555507.974556241,5260770.668678044,5.402261382454681
9815,1.75,2130,7140,8,3,0,0,36,549812.6924547041,5239535.835767576,5.491361693834273
9816,1.75,2080,4800,7,5,0,0,92,547876.6214390821,5281998.6165855685,5.869231719730976
9817,1.75,2790,17476,7,3,0,2,59,547562.744884992,5255988.271833316,5.754348335711019
9818,1.0,1270,4268,7,3,0,0,94,545629.56396976,5281447.045587766,5.676693609624866
9819,1.75,1800,8462,8,3,0,0,37,564494.3769604302,5279124.763466516,5.705863712283919
9820,1.5,2740,4912,8,4,0,0,78,544156.0006324248,5277823.448116703,5.891537457672564
9821,1.0,930,5077,6,3,0,0,76,548758.5601403972,5284217.774684848,5.553883026643875
9822,1.0,1460,10200,7,4,0,0,58,560563.9706922236,5252573.747647107,5.342422680822207
9823,2.5,1980,6608,8,3,0,0,21,559536.4059481618,5234824.712116492,5.434568904034199
9824,1.5,1090,7698,7,5,0,0,49,562261.4944413898,5256092.628080471,5.397853141088609
9825,1.0,1350,7085,7,5,0,0,71,552111.89374391,5286725.499011289,5.630936119064192
9826,1.5,1370,7439,6,4,0,0,52,561137.1026865041,5255480.602349397,5.225309281725863
9827,2.25,1430,2003,8,3,0,0,19,553229.7850745247,5271063.805056898,5.660391098402467
9828,2.25,1220,2100,8,4,0,2,69,559755.1859454724,5279963.369755183,5.786680453196649
9829,2.5,1690,4476,7,3,0,0,7,566896.7052718132,5246251.550354912,5.480725378988487
9830,1.75,1435,8960,8,4,0,0,46,564149.3160328098,5255801.771651435,5.5910646070264995
9831,1.0,1090,6771,7,3,0,0,86,548711.3201130695,5262899.681002608,5.2552725051033065
9832,2.0,1910,8050,7,4,0,0,35,562664.1131881234,5246616.155149421,5.439332693830263
9833,1.0,970,5750,6,4,0,0,83,547400.6880793581,5266678.906511757,5.537819095073274
9834,1.0,820,1060,8,3,0,0,8,547254.3449275037,5266166.459615692,5.2878017299302265
9835,3.0,2580,9601,7,4,0,0,23,542805.8551733136,5246726.991873201,5.550228353055094
9836,1.5,1070,1200,7,3,0,0,16,548995.3105823295,5282830.425134942,5.494850021680094
9837,1.0,1010,3885,7,4,0,0,109,552296.080970672,5274567.586717315,5.698970004336019
9838,1.75,1400,6956,7,4,0,0,58,560489.1217615003,5252517.402841983,5.361727836017593
9839,2.25,2340,9225,8,3,0,0,42,567755.6720350067,5276338.54064531,5.757396028793024
9840,2.5,1852,4000,7,3,0,0,1,559747.7739709428,5243818.30921491,5.475525915039281
9841,1.75,1490,3800,6,3,0,0,102,554920.8118893695,5267144.890457251,5.419955748489758
9842,2.5,1540,1564,7,3,0,0,17,551655.6651492822,5270516.154877763,5.5843312243675305
9843,2.25,2880,8882,8,4,0,0,50,553719.269220226,5283194.49696305,5.860338006570994
9844,1.75,1030,1066,7,3,0,0,9,546132.5050033659,5265290.5764911445,5.525044807036846
9845,2.5,1580,2765,8,3,0,0,4,547482.6100910373,5265857.107640457,5.5439439424829065
9846,1.0,990,12696,7,3,0,0,79,554323.9534413941,5258492.207572712,5.238673243283844
9847,1.75,1990,5560,7,4,0,0,76,553530.9043020401,5279202.53554822,5.882582022672781
9848,2.75,2610,4160,8,5,0,0,105,548251.3674215951,5282057.288078839,5.812913356642856
9849,2.0,1050,1173,8,3,0,0,11,552450.6571906977,5274091.045052516,5.6020599913279625
9850,2.5,2430,9103,8,3,0,0,25,547783.9774946244,5238018.657387021,5.484299839346786
9851,1.0,570,6000,5,2,0,0,97,546272.1921379778,5266658.744740511,5.491361693834273
9852,1.75,1300,7800,7,5,0,0,47,560359.4252201965,5286838.739693675,5.649286168260619
9853,2.5,3670,8960,8,3,0,0,42,564415.482646492,5279468.460149931,5.86391737695786
9854,2.25,1480,7565,7,3,0,0,38,560663.1782899428,5286475.105377476,5.642464520242122
9855,1.75,1230,5418,8,3,0,0,66,546831.1432024118,5281356.566947218,5.7596678446896306
9856,1.75,2460,4240,7,4,0,0,90,549781.4679629949,5278646.861771714,5.968482948553935
9857,1.0,990,6000,6,3,0,0,72,555024.2661024923,5280083.423359903,5.694605198933568
9858,3.0,1490,6766,7,5,0,1,100,546504.189429359,5265871.467850689,5.7558748556724915
9859,2.5,2000,6107,8,3,0,0,12,558383.5435259728,5289441.698407966,5.662710623193903
9860,1.75,1660,8208,8,4,0,0,50,563603.6876573417,5271289.947966831,5.690196080028514
9861,2.5,2160,3738,8,3,0,0,21,547011.6994039653,5268265.120822731,5.643452676486188
9862,2.5,1890,8505,8,3,0,0,35,566424.5055179598,5281069.417294681,5.640481436970422
9863,3.0,1720,954,8,3,0,0,9,548215.0863591762,5277377.72361776,5.770115294787102
9864,1.0,990,4250,7,4,0,0,91,545906.9095124761,5265266.571513697,5.600972895686748
9865,2.5,3010,5040,8,3,0,0,9,548759.0265064413,5284162.204922547,5.698970004336019
9866,1.0,1440,13824,7,4,0,0,58,557068.0281110628,5270699.957189027,5.781036938621132
9867,2.5,2670,8765,9,3,0,0,9,564332.6083772808,5259705.071190977,5.711807229041191
9868,2.0,1400,7293,7,4,0,0,52,566167.2828887606,5270662.671558738,5.708892333869083
9869,2.0,1870,3378,7,3,0,0,102,545682.962684103,5265031.416259811,5.531478917042255
9870,2.0,1620,5101,7,3,0,0,9,553577.4086842096,5265954.269444878,5.648360010980932
9871,2.5,2690,7000,7,5,0,0,72,554266.7539614392,5280809.887046772,5.9661417327390325
9872,2.5,2510,14878,10,3,0,0,25,559586.3380921569,5289098.24432136,5.778151250383644
9873,2.5,2990,6145,8,3,0,0,12,553411.8136335089,5234432.677520743,5.574031267727719
9874,2.5,2160,8158,8,4,0,0,63,550423.0165911965,5282598.110714074,5.76715586608218
9875,1.0,880,9000,5,3,0,0,87,553430.3546080422,5257328.0890142545,5.113943352306837
9876,2.25,1800,14722,7,3,0,0,53,558532.3813624089,5259621.9834529525,5.204119982655925
9877,1.0,1060,4000,7,4,0,0,105,551419.7791628321,5280194.938506074,5.7558748556724915
9878,2.25,2100,9984,7,4,0,0,42,556830.5665526406,5287292.182147949,5.622006673006805
9879,1.0,1670,4080,7,3,0,0,48,550953.0271003343,5282058.10885087,5.726727209026572
9880,2.0,1520,5040,7,3,0,0,38,547796.5748923583,5291712.253566871,5.638389407665336
9881,2.5,1680,975,9,3,0,0,6,548004.3463119285,5275608.7645780435,5.924279286061882
9882,1.0,894,1552,7,3,0,0,4,551552.1720327695,5282196.768153309,5.605305046141109
9883,1.5,1370,4102,7,4,0,0,28,561228.4723840866,5282646.31177689,5.607455023214668
9884,2.0,2700,6120,8,4,0,0,53,550518.9985486215,5280187.04597808,5.959041392321094
9885,1.0,1340,9840,7,3,0,0,66,549573.5515700649,5285413.952086844,5.4623979978989565
9886,1.0,1010,9219,7,4,0,0,55,559884.3778677179,5281998.750522892,5.748188027006201
9887,2.0,1560,8509,8,3,0,0,46,558491.6378771765,5286152.714124471,5.6674529528899535
9888,2.25,1720,7803,8,3,0,0,60,549921.4239301668,5262265.249876692,5.527307604395023
9889,1.5,2160,9000,8,4,0,2,66,547320.0939654297,5285828.627925204,5.812913356642856
9890,2.25,1750,10160,8,3,0,0,43,563304.1689231955,5271175.540077474,5.7343997425205675
9891,1.0,1220,8040,7,3,0,0,50,551905.3258754339,5284667.399843082,5.669316880566112
9892,1.0,1820,5400,8,3,0,0,92,551219.5201337204,5277358.920060309,6.004321373782642
9893,1.0,1010,7500,7,3,0,0,74,551185.5011204353,5264098.940621891,5.371067862271736
9894,1.0,730,6728,6,3,0,0,62,550981.8277760663,5252893.901594118,5.086359830674748
9895,1.5,1200,10890,7,5,0,0,43,568891.0310483852,5243607.041789278,5.354108439147401
9896,0.75,440,8313,5,4,1,3,72,536799.0221342554,5253499.097974617,5.4623979978989565
9897,2.25,2030,8764,8,4,0,0,32,566746.4043591837,5285719.316516599,5.7626785637274365
9898,1.5,1680,17409,7,3,0,0,53,561849.6689736533,5280685.511380484,5.698970004336019
9899,2.75,3550,13938,8,5,0,0,49,554076.4683204613,5252643.7487001,5.671172842715083
9900,1.0,1010,9360,6,3,0,0,34,562437.2585797776,5281892.224411757,5.544068044350276
9901,3.25,5790,12739,10,3,0,3,1,566679.3043148892,5265333.269570402,6.243038048686294
9902,1.75,1670,13125,8,5,0,0,42,567537.2803116345,5275735.781011499,5.820201459485641
9903,2.0,1360,2500,7,3,0,0,29,547814.6456632902,5280408.710897827,5.6989265727162115
9904,3.5,5170,7197,11,3,1,4,17,554635.805459593,5289449.646041502,6.225309281725863
9905,2.5,1960,7133,7,3,0,0,13,561010.5383740675,5260391.967318131,5.568189986219674
9906,1.0,910,5212,7,3,0,0,64,553745.665234321,5280338.225764978,5.752048447819439
9907,1.75,1870,7030,7,3,0,0,38,562272.285527102,5283279.8496552035,5.791760804012905
9908,1.5,1010,8108,7,5,0,0,61,551807.9034999857,5287178.48806166,5.607990858547175
9909,2.0,1470,6950,6,5,0,0,83,549234.2276825475,5290045.94217534,5.537756149282614
9910,3.5,3500,9525,10,3,0,0,16,558597.5560109286,5268147.601844075,6.1303337684950066
9911,1.5,1490,10132,6,4,0,0,46,564419.7967403509,5258627.892550065,5.505149978319906
9912,2.75,2692,6197,9,3,0,0,8,560263.0780125435,5245135.06341847,5.638489256954637
9913,2.5,1760,2320,8,3,0,2,21,546930.9418364327,5268953.564376376,5.7596678446896306
9914,2.5,2200,5730,8,3,0,0,12,563973.9350072575,5244207.2895806115,5.4769764657595275
9915,1.75,1760,6000,7,3,0,0,69,547086.0529787886,5277679.691412661,5.792424610574082
9916,2.75,2190,7258,8,3,0,0,15,552795.1411273496,5244140.815719037,5.537819095073274
9917,1.5,1790,4800,8,3,0,0,103,547928.21659683,5275730.397903689,5.973127853599698
9918,2.5,2000,7205,8,3,0,0,17,552718.3173456464,5244284.610727562,5.511883360978874
9919,2.25,2080,9740,8,3,0,0,27,559086.0697647317,5234464.531811861,5.511749711344983
9920,2.75,3680,5000,9,3,0,3,79,554886.6065346253,5278759.4568917705,6.204119982655925
9921,2.0,1750,17685,5,4,0,0,72,561896.1705114131,5262124.052880731,5.498310553789601
9922,1.0,1040,3200,7,3,0,0,89,550010.0646997051,5278259.808104296,5.763427993562937
9923,2.0,1560,5220,7,3,0,0,56,552153.0839493298,5282135.439080651,5.652246341003323
9924,2.5,2410,7225,8,3,0,0,24,551747.5871165578,5285532.950168752,5.788808024453952
9925,1.0,1100,5100,7,4,0,0,115,546084.9620971879,5280805.989876547,5.6020599913279625
9926,2.5,1360,7293,8,3,0,0,27,552737.7327726063,5242117.5300701335,5.395326393069351
9927,1.0,1550,7260,6,4,0,0,56,566045.6267672163,5274762.7739516245,5.545307116465824
9928,1.0,1050,5900,7,3,0,0,65,546966.4004295843,5264541.442927182,5.389166084364533
9929,2.5,3200,17204,7,3,0,0,63,558459.0408277888,5274459.429398773,6.103803720955957
9930,1.0,1160,3750,7,3,0,0,105,548216.0204649015,5268174.911415188,5.5910646070264995
9931,1.0,620,5100,6,3,0,0,61,553627.0393167236,5268744.48547872,5.585460729508501
9932,1.75,2050,11856,7,3,0,0,53,563024.3198646395,5269238.506573618,5.816423599103461
9933,1.75,1390,18200,7,4,0,0,53,550102.3771519035,5241027.567191963,5.417222504433769
9934,2.0,3080,17700,8,4,0,0,50,547776.2788022204,5257534.884952271,5.724275869600789
9935,2.5,3470,12076,10,3,0,3,27,557353.9153542871,5264556.324169882,6.021189299069938
9936,1.0,840,7020,7,4,0,0,72,545595.387288507,5266608.965899843,5.653791187387812
9937,2.5,3480,13421,11,3,0,0,20,567942.6693090218,5266726.089521369,5.943494515906103
9938,1.75,1900,8250,7,4,0,0,60,564148.7685751477,5269584.2050210135,5.733999286538387
9939,1.75,2230,6838,7,3,0,0,30,566332.5661183784,5269352.968018436,5.748188027006201
9940,2.5,2600,9355,9,3,0,0,32,556297.015284419,5288187.30044142,5.706717782336758
9941,1.0,1540,3399,7,3,0,0,89,548105.6995788383,5281522.576592921,5.724357804226426
9942,1.75,1580,5292,6,3,0,0,102,553403.6370055131,5268497.916475671,5.423245873936808
9943,1.0,1360,6000,7,3,0,0,98,553433.9738260431,5281580.214173418,5.708845638048179
9944,3.5,2450,9248,8,3,0,4,82,545372.8616083883,5266196.0034027705,5.972665592266111
9945,3.0,3560,4000,9,3,0,2,19,552592.5190311031,5275025.956566948,6.019116290447073
9946,2.5,1960,3480,7,3,0,0,11,561780.048279005,5258855.091271544,5.462323113084234
9947,2.5,1420,814,8,3,0,0,7,546129.4346016479,5265679.553761996,5.654465333520146
9948,1.75,1620,4240,7,5,0,0,99,551817.2927326399,5269250.526664547,5.709693869727792
9949,1.75,2030,12518,8,3,0,0,65,552715.7765690986,5286286.355438763,5.57978359661681
9950,2.5,1590,3121,7,3,0,0,21,553871.5379173986,5266701.650198913,5.47567118832443
9951,2.25,2200,9351,7,5,0,0,53,549999.9823862615,5288151.85299519,5.626340367375042
9952,2.5,2560,7492,8,3,0,0,1,553752.6832476367,5255052.587272271,5.60151678365001
9953,2.0,2330,10750,7,4,0,0,53,556609.9801214521,5286845.425137365,5.589949601325708
9954,2.0,1750,5750,7,5,0,2,59,546341.9643994806,5267348.388211219,5.7596678446896306
9955,2.5,2260,9686,7,4,0,0,50,559133.8665795192,5237243.562191491,5.352085997501586
9956,1.75,1260,9600,7,4,0,0,27,569775.2062502498,5245495.854932176,5.464638559095033
9957,2.0,1860,7500,7,3,0,0,106,547839.0112913536,5268282.954770782,5.633468455579586
9958,1.75,1310,9282,7,4,0,0,39,566718.6062242608,5281606.318527028,5.640481436970422
9959,2.75,3280,10558,9,4,0,2,36,565221.350899814,5267828.803725414,5.9661417327390325
9960,1.75,1400,13775,8,3,0,0,52,555550.9027605976,5287813.314061869,5.653212513775344
9961,1.75,1070,6110,7,4,0,0,47,559921.6902854196,5241574.977667275,5.290034611362518
9962,1.0,870,4600,7,4,0,0,73,546745.2216431127,5263961.725301752,5.552668216112194
